SMILES,Tag,Solvent,Absorption max (nm),Emission max (nm),Lifetime (ns),Quantum yield,log(e/mol-1 dm3 cm-1),abs FWHM (cm-1),emi FWHM (cm-1),abs FWHM (nm),emi FWHM (nm),Molecular weight (g mol-1),Reference,identifier,vie,aie,vea,aea,hl,s0s1,s0t1,hr,cr2,cr1,er,ar1,ar2,lumo,homo
O=C1c2oc(-c3ccccc3)cc2C2CC1C2,,,,,,,,,,,,,,csd_MUFZUI,7.693043631,7.539753488,-0.318916901,-0.504095947,6.593866448,3.4234,2.4557,0.311045976,0.157755833,0.153290143,0.369270372,0.185179046,0.184091325,-0.70069355,-7.294559998
O=C1c2nsnc2C(=C2SC=CS2)c2nsnc21,,,,,,,,,,,,,,csd_HAXPAX,7.434103867,7.379879166,-1.181578309,-1.308769291,5.505138334,2.7663,2.1675,0.110251885,0.056027184,0.054224701,0.255407833,0.127190982,0.128216851,-1.598397636,-7.10353597
O=C1c2nccnc2C2=Nc3cccc4cccc(c34)N12,,,,,,,,,,,,,,csd_VELNOR,7.413742501,7.234352245,-1.388254062,-1.624841212,6.046645194,2.8765,1.7743,0.369929078,0.190538822,0.179390257,0.466716218,0.23658715,0.230129068,-1.375808384,-7.422453578
O=C1c2ncccc2CN1c1ccccc1,,,,,,,,,,,,,,csd_ODIBUA,8.042929336,7.797703002,-0.042143302,-0.341833253,7.95797393,4.0295,3.3585,0.520749977,0.275523643,0.245226334,0.614544625,0.299689951,0.314854674,-0.084627454,-8.042601384
O=C1c2ncccc2-c2cccn21,,,,,,,,,,,,,,csd_RUJYIG,8.216994621,8.000269888,-0.676492411,-0.909246536,7.51714925,3.3866,2.2975,0.425692992,0.208968259,0.216724733,0.461792615,0.232754125,0.22903849,-0.705591602,-8.222740852
O=C1c2nc3ccccn3c2C(=O)c2nc3ccccn3c21,,,,,,,,,,,,,,csd_REGMAT,7.889647873,7.800473149,-1.483930106,-1.661522805,5.78922535,2.6721,2.1554,0.178241364,0.08906664,0.089174724,0.355840566,0.177592699,0.178247868,-1.81227924,-7.60150459
O=C1c2nc3ccccc3c(-c3ccccc3)c2C(=O)N1c1ccccc1,,,,,,,,,,,,,,csd_CUYSUM,8.144655019,7.861040392,-1.112224886,-1.345404815,6.562845452,3.4256,2.6771,0.633982082,0.350367456,0.283614626,0.472955901,0.233179929,0.239775972,-1.309140454,-7.871985906
O=C1c2nc3c1cccc3c#cc#cc1cccc3c1nc(c1cccc4c5cccc2c5[nH]c14)C3=O,,,,,,,,,,,,,,csd_RARJOL,7.370333951,7.33428973,-2.034923459,-2.260485284,4.98104677,2.1875,1.5624,0.072004358,0.035960137,0.03604422,0.466702994,0.225561825,0.241141168,-2.214191618,-7.195238388
O=C1c2n[nH]nc2C(=O)c2n[nH]nc21,,,,,,,,,,,,,,csd_IBOHIT,10.99930865,10.89215155,-1.039045485,-1.271679826,9.848077774,3.6494,3.0036,0.216026706,0.1088696,0.107157105,0.470328586,0.23263434,0.237694246,-0.839743804,-10.68782158
O=C1c2cscc2-c2c(Br)csc21,,,,,,,,,,,,,,csd_ZUPTUB,8.278459731,8.10712179,-0.880238449,-1.037788373,6.392229974,3.0977,2.363,0.346211731,0.17487379,0.171337941,0.316465045,0.157549924,0.15891512,-1.379345866,-7.77157584
O=C1c2cocc2C(=O)c2c(O)ccc(O)c21,,,,,,,,,,,,,,csd_KAXTUZ,7.860702998,7.64769801,-1.418628787,-1.58422134,5.415340714,2.6787,1.5661,0.427859972,0.214854983,0.213004989,0.329704806,0.165592553,0.164112253,-1.887382704,-7.302723418
O=C1c2cnn(-c3ccccc3)c2CCC12CCN=N2,,,,,,,,,,,,,,csd_WALDAQ,8.404599509,8.143670809,0.050624578,-0.1805327,8.09130979,3.4894,2.4102,0.570483953,0.309555254,0.2609287,0.469002466,0.231157278,0.237845187,-0.002993254,-8.094303044
O=C1c2cnc3c(Cl)cccc3c2C(=O)N1c1ccc(O)cc1,,,,,,,,,,,,,,csd_BICWUH,8.417141271,7.90187518,-1.559657854,-1.890005339,7.7144319,3.9145,2.1224,0.991926824,0.476660733,0.515266091,0.661134705,0.330347484,0.330787221,-1.108048208,-8.822480108
O=C1c2occc2C(=O)c2c1occc2=O,,,,,,,,,,,,,,csd_RUWFIY,9.708103067,9.509447031,-1.797002053,-2.090787511,7.645314944,2.8746,2.4018,0.408787746,0.21013171,0.198656037,0.5943668,0.293785458,0.300581342,-1.604656258,-9.249971202
O=C1c2ccoc2C(=O)c2c(O)cccc21,,,,,,,,,,,,,,csd_TAJPOJ,8.478213122,8.236028696,-1.609718748,-1.787859294,5.778885018,2.7158,2.0241,0.74721737,0.505032944,0.242184426,0.353301851,0.178140546,0.175161306,-2.113237324,-7.892122342
O=C1c2ccoc2-c2ccc3c(c2C1(F)F)CCCC3,,,,,,,,,,,,,,csd_KAXREJ,7.943038055,7.784332109,-0.697831618,-0.919244875,6.42597211,3.2462,2.4291,0.323936696,0.16523075,0.158705946,0.449663569,0.221413257,0.228250312,-1.124647162,-7.550619272
O=C1c2ccncc2C(=O)c2c(O)c(O)cc(O)c21,,,,,,,,,,,,,,csd_NAMVEC,7.879541777,7.658675469,-1.76495067,-1.947085386,5.219690748,2.5458,1.4189,0.44436238,0.223496072,0.220866308,0.36009545,0.182134717,0.177960733,-2.168476466,-7.388167214
O=C1c2ccncc2-c2n[nH]c3ccc(Cl)c1c23,,,,,,,,,,,,,,csd_BALBIZ,8.394082058,8.258030772,-1.23505007,-1.392339854,7.19197302,3.1702,2.31,0.294635787,0.158584502,0.136051286,0.31391071,0.157289783,0.156620927,-1.222336088,-8.414309108
O=C1c2ccnc(Cl)c2CN1c1cccc(F)c1,,,,,,,,,,,,,,csd_XAQVAP,8.264046397,8.037320468,-0.593516553,-0.877019885,6.750876226,3.9585,3.1742,0.481365312,0.254639383,0.226725929,0.576809842,0.283503331,0.29330651,-1.025053438,-7.775929664
O=C1c2cccnc2C(=O)c2nc3cc(O)ccc3nc21,,,,,,,,,,,,,,csd_HAGFUR,8.916546788,8.695810442,-1.359804707,-1.619357816,8.501385588,3.2788,2.2144,0.440214791,0.219478445,0.220736346,0.526064989,0.259553109,0.26651188,-0.92790874,-9.429294328
O=C1c2cccnc2C(=O)c2c1c(C(=O)O)c1ccc(F)cn21,,,,,,,,,,,,,,csd_LEGYUT,8.01171971,7.847626261,-1.661397197,-1.843606364,5.683373004,2.6302,2.1303,0.35035766,0.18626421,0.16409345,0.363684715,0.182209167,0.181475548,-2.001942698,-7.685315702
O=C1c2cccnc2C(=O)c2c1c(C(=O)O)c1ccc(Br)cn21,,,,,,,,,,,,,,csd_RAFJOZ,7.965736254,7.813409286,-1.735282135,-1.912832982,5.653984692,2.6205,2.1191,0.32482874,0.172501772,0.152326968,0.35471611,0.177550848,0.177165262,-2.04629728,-7.700281972
O=C1c2cccnc2C(=O)c2[nH]cnc21,,,,,,,,,,,,,,csd_WAPJON,9.498867919,9.260080754,-1.319356974,-1.560897388,8.401247636,3.3188,2.7811,0.48759041,0.248803245,0.238787164,0.48466728,0.241540414,0.243126866,-1.21226787,-9.613515506
O=C1c2cccnc2-c2nccc(Br)c21,,,,,,,,,,,,,,csd_RIKCOG,9.254266521,9.08295035,-1.209367679,-1.433869076,8.52669219,3.2428,2.6593,0.348905387,0.177589216,0.171316172,0.463510552,0.224501397,0.239009155,-0.987229592,-9.513921782
O=C1c2cccnc2-c2ncc(Br)c(Br)c21,,,,,,,,,,,,,,csd_RIKCUM,8.69199056,8.548797915,-1.499311677,-1.678073159,6.214539532,2.6436,2.2464,0.255901448,0.112708802,0.143192645,0.365648834,0.178761483,0.186887351,-1.927111348,-8.14165088
O=C1c2cccnc2-c2nc(Br)ccc21,,,,,,,,,,,,,,csd_RIKDAT,8.713521036,8.589506169,-1.387675276,-1.58144956,6.295901618,2.7096,2.2995,0.230159736,0.106144869,0.124014867,0.402021496,0.193774284,0.208247212,-1.8639809,-8.159882518
O=C1c2occ3c2C(CCC3)c2ccc3c(c21)CCC3,,,,,,,,,,,,,,csd_HIBKAG,8.302192943,8.134370987,-0.116453608,-0.290696012,8.248863796,3.576,3.001,0.351986534,0.184164578,0.167821956,0.351337433,0.174242404,0.177095029,-0.068300614,-8.31716441
O=C1c2sc3c(O)c(O)c4sc5c(O)c(O)c6sc(c7c2c3c4c5c67)C2=Nc3cccc4cccc(c34)N12,,,,,,,,,,,,,,csd_TEDDAK,6.450985917,6.311316604,-1.599506773,-1.799751384,4.717640418,2.0796,1.3909,0.31908387,0.179414556,0.139669313,0.398534355,0.200244611,0.198289744,-1.62860229,-6.346242708
O=CC(=NNc1cc(C(=O)O)ccc1C(=O)O)C(=O)Nc1cc2[nH]c(=O)c(=O)[nH]c2cc1O,,,,,,,,,,,,,,csd_HOYVEX,7.248626611,6.995041125,-1.527614526,-1.788025175,5.188669752,2.9083,2.2023,0.527288903,0.273703418,0.253585486,0.5363786,0.260410649,0.275967951,-1.752142046,-6.940811798
O=CC(=Cc1ccc(F)cc1)C(=O)c1ccccc1,,,,,,,,,,,,,,csd_KIDZOO,8.281331459,8.046756211,-0.980819403,-1.362718422,6.50624574,3.0113,2.4967,0.556845001,0.322269753,0.234575248,0.709096648,0.381899019,0.327197629,-1.33063746,-7.8368832
O=CC(=NN=C(Nc1ccccc1)C(=O)C=Cc1cccc2ccccc12)C(=O)O,,,,,,,,,,,,,,csd_CUSMEK,7.403513083,7.156440374,-1.663873707,-1.976062752,5.393571594,2.4476,1.7305,0.527438294,0.280365585,0.247072709,0.615708538,0.312189045,0.303519493,-1.8231638,-7.216735394
O=CC(=Cc1ccncc1)c1ccccc1,,,,,,,,,,,,,,csd_OBUYUF,8.391552133,8.173713311,-0.997418792,-1.332049541,6.538083078,3.1532,2.5009,0.466772872,0.248934051,0.217838822,0.649079837,0.334630749,0.314449088,-1.438666718,-7.976749796
O=CC(=Cc1cccnc1)c1ccncc1,,,,,,,,,,,,,,csd_ZIWQUT,8.550334461,8.324910815,-1.071479651,-1.42605154,6.38515501,3.185,2.5172,0.483856298,0.258432652,0.225423646,0.694916107,0.354571889,0.340344218,-1.506423104,-7.891578114
O=CC(=Cc1cccnc1)c1ccccc1,,,,,,,,,,,,,,csd_OBUZIU,8.264707906,8.020960022,-0.891958317,-1.197079827,6.547607068,3.1662,2.4506,0.515242145,0.27149426,0.243747884,0.605844351,0.30512151,0.300722841,-1.321385584,-7.868992652
O=CC(=Cc1ccccc1Cl)c1ccccc1,,,,,,,,,,,,,,csd_BAWTOL,8.097320516,7.850286175,-0.790536341,-1.13791789,6.60012507,3.214,2.4652,0.524172654,0.277138313,0.247034341,0.669583028,0.347381549,0.32220148,-1.177437278,-7.777562348
O=CC(=Cc1ccccc1Cl)C(C=O)=Cc1ccccc1Cl,,,,,,,,,,,,,,csd_LEFCAB,8.042653902,7.789991971,-1.205194539,-1.473414859,6.424883654,3.0919,2.3809,0.575313487,0.322651556,0.252661931,0.513009721,0.268220321,0.244789401,-1.404924582,-7.829808236
O=CC(=Cc1ccccc1C#Cc1ccccc1)C(=O)c1ccccc1,,,,,,,,,,,,,,csd_BUWBEB,7.681199161,7.547589555,-1.179918958,-1.585634945,6.068958542,2.963,2.2845,0.27570019,0.142090584,0.133609607,0.695481206,0.405715987,0.289765219,-1.398393846,-7.467352388
O=CC(=Cc1ccccc1)c1cnc2ccccc2c1-c1ccccc1,,,,,,,,,,,,,,csd_XENQEP,7.979180046,7.616235209,-0.858211093,-1.133322973,6.55658683,3.2369,2.5251,0.605080582,0.242135745,0.362944837,0.584182499,0.27511188,0.309070619,-1.181518988,-7.738105818
O=CC(=Cc1ccccc1)c1ccccc1,,,,,,,,,,,,,,csd_NAZZAP01,8.030695172,7.786887804,-0.667540704,-0.981951342,6.606111578,3.2443,2.4472,0.507519413,0.263712045,0.243807368,0.628042051,0.314410638,0.313631413,-1.08029258,-7.686404158
O=CC(=Cc1ccccc1)C(=O)c1ccccc1,,,,,,,,,,,,,,csd_KIDZUU,8.285536899,8.06145551,-0.920822538,-1.31775259,6.52393315,3.0203,2.5253,0.531173113,0.307091724,0.224081389,0.729881396,0.396930052,0.332951343,-1.274581976,-7.798515126
O=CC(=Cc1ccc2cccc(O)c2n1)C(=O)O,,,,,,,,,,,,,,csd_WOSXOT,7.99199852,7.705289768,-1.238147898,-1.542162611,6.825707576,3.4365,2.1384,0.578896058,0.292187306,0.286708753,0.653832281,0.304014713,0.349817568,-1.178797848,-8.004505424
O=CC(=Cc1ccc(F)cc1)c1c(O)ccc2ccccc12,,,,,,,,,,,,,,csd_HUYKIX,7.379434042,7.233275082,-0.577224163,-0.830272631,6.120388088,2.9864,2.4747,0.295477463,0.149318503,0.14615896,0.497800943,0.253048469,0.244752475,-0.939881756,-7.060269844
O=CC(=Cc1ccc(Cl)cc1)c1ccccc1,,,,,,,,,,,,,,csd_JALSAT,8.025450855,7.78514426,-0.845962697,-1.147464193,6.471415148,3.218,2.3971,0.493450167,0.253143572,0.240306595,0.601950454,0.301501496,0.300448959,-1.226417798,-7.697832946
O=C1c2scc(-c3ccc(O)c(O)c3)c2-n2cccc21,,,,,,,,,,,,,,csd_PARNOM,7.891325592,7.609750733,-0.665428936,-0.832103387,7.237960286,3.1861,2.3665,0.549179386,0.267604527,0.28157486,0.333446591,0.166674451,0.16677214,-0.640556356,-7.878516642
O=CC(=Cc1ccc(Br)s1)c1ccccc1,,,,,,,,,,,,,,csd_KAGBEC,7.886510807,7.543427571,-0.868301352,-1.191202709,6.213178962,3.064,2.0528,0.585342793,0.242259557,0.343083236,0.542715046,0.322901357,0.219813689,-1.267779126,-7.480958088
O=CC(=Cc1ccc(Br)s1)C(C=O)=Cc1ccc(Br)s1,,,,,,,,,,,,,,csd_MUJVET,7.849963448,7.432592001,-1.267562251,-1.572782457,6.165286898,3.0518,2.1331,0.718684639,0.301313193,0.417371446,0.525257845,0.305220206,0.220037639,-1.456354128,-7.621641026
O=CC(=CNc1ccccc1O)C1=Nc2ccccc2C1,,,,,,,,,,,,,,csd_ROSCOT,6.998489979,6.904268248,-0.455138856,-0.641368507,6.097802626,3.3721,2.3125,0.199071527,0.104849796,0.094221731,0.377654558,0.186229651,0.191424906,-0.664230274,-6.7620329
O=CC(=CNc1ccccc1N=Cc1ccc(C=Nc2ccccc2NC=C(C=O)C(=O)O)s1)C(=O)O,,,,,,,,,,,,,,csd_SEFFOA,7.378032328,7.100201757,-1.502209963,-1.847008878,6.190321386,3.084,1.8841,0.54055174,0.262721169,0.277830571,0.674577681,0.344798915,0.329778766,-1.29934435,-7.489665736
O=CC(=CNc1ccccc1N=CC(=CNc1ccccc1NC=C(C=O)C(=O)O)C(=O)O)C(=O)O,,,,,,,,,,,,,,csd_CAGJOK,7.18825295,6.969805273,-0.830903092,-1.215667662,6.150320628,3.2366,2.3953,0.476900466,0.258452789,0.218447677,0.740915537,0.38476457,0.356150967,-0.921378004,-7.071698632
O=CC(=CNc1cccc2cccnc12)c1ccccc1,,,,,,,,,,,,,,csd_SEQHUS,7.080296455,6.976880318,-0.668386298,-0.84222415,5.86813841,3.1903,2.2052,0.216692569,0.113276432,0.103416137,0.35248921,0.173837852,0.178651358,-0.960834534,-6.828972944
O=CC(=CC=CC(=O)c1ccc(Cl)cc1)c1ccccc1,,,,,,,,,,,,,,csd_YEGXAM,8.820750824,8.403101277,-1.263240809,-1.777500894,6.784618362,3.1999,2.0715,0.438343817,0.02069427,0.417649547,0.93258257,0.514260085,0.418322485,-1.393767908,-8.17838627
O=CC(=C1C=C(c2ccccc2)SS1)c1ccccc1,,,,,,,,,,,,,,csd_DPDTFP,7.249807857,7.022038099,-0.926348166,-1.188938176,5.776435992,2.9914,1.9703,0.443627454,0.215857696,0.227769758,0.475583706,0.26259001,0.212993696,-1.193492004,-6.969927996
O=CC(=C(O)c1ccccc1)c1c2ccccc2cc2ccccc12,,,,,,,,,,,,,,csd_XEWFUB,7.055966633,6.875685122,-0.808683624,-0.997221618,5.853444254,3.0393,1.7539,0.354497874,0.174216363,0.180281512,0.383046714,0.188537994,0.19450872,-0.98097097,-6.834415224
O=CC#Cc1cccc2cccc(O)c12,,,,,,,,,,,,,,csd_UFOBIA,8.117569771,7.835002729,-0.569727966,-0.874604383,8.590094752,4.0359,1.4607,0.52924856,0.246681518,0.282567042,0.616290944,0.304876417,0.311414527,-0.050613204,-8.640707956
O=CC#Cc1ccc(-c2nnc(-c3ccccc3)o2)cc1,,,,,,,,,,,,,,csd_AVOVEM,8.138864732,7.933011797,-1.349668106,-1.52226169,6.159028276,3.2989,2.4635,0.444216744,0.238363809,0.205852935,0.345054539,0.172593584,0.172460955,-1.686018344,-7.84504662
O=C1c2sccc2CN1c1cccc2cccnc12,,,,,,,,,,,,,,csd_KAXHEZ,7.504845071,7.193761081,-0.301954021,-0.417625329,6.521484124,3.5038,2.5253,0.593913023,0.282829033,0.31108399,0.251801778,0.115671308,0.136130471,-0.651168802,-7.172652926
O=CC1=Cc2c(cc3ccccn23)OCC1,,,,,,,,,,,,,,csd_LEBJAD,7.090836872,6.972179685,-0.377721362,-0.539836352,5.929636174,3.3677,2.0096,0.242629033,0.123971846,0.118657187,0.321479616,0.16211499,0.159364625,-0.790763284,-6.720399458
O=CC1=Cc2c(n(C(=O)O)c3ccccc23)CC1,,,,,,,,,,,,,,csd_IWUZAD,7.603727108,7.365366918,-0.355399823,-0.625664564,7.272518764,3.5371,2.0943,0.484395193,0.246035002,0.23836019,0.549278681,0.27026474,0.27901394,-0.369530812,-7.642049576
O=CN(c1ccccc1)c1nc(=NC(=O)c2ccccc2)ss1,,,,,,,,,,,,,,csd_BAQKEJ,8.157311857,7.982964336,-0.913071452,-1.100800724,6.604751008,3.3877,2.785,0.416710482,0.24236296,0.174347522,0.48179362,0.187729272,0.294064348,-1.216621694,-7.821372702
O=CC=Cc1cccc2c1OCC(I)=C2c1ccccc1,,,,,,,,,,,,,,csd_UBOLEE,7.683381244,7.476533786,-0.786900898,-0.980211228,6.339711972,3.092,2.4067,0.390943463,0.184096006,0.206847457,0.388621786,0.19331033,0.195311456,-1.116483742,-7.456195714
O=CN(C(=O)c1ccc(Cl)cc1)C1=C(Cl)C(=O)c2ccccc2C1=O,,,,,,,,,,,,,,csd_UFOPUC,8.768855146,8.581999088,-2.156581002,-2.440949929,5.770449484,2.6308,2.1812,0.498982789,0.312126731,0.186856058,0.568985476,0.284368926,0.28461655,-2.561136968,-8.331586452
O=CN(C(=O)Nc1ccc(O)cc1)c1ccccc1,,,,,,,,,,,,,,csd_QIZPIZ,7.421998957,7.111788126,0.605573108,0.271434096,7.0069355,4.2875,3.354,0.642296579,0.332085749,0.310210831,0.945675036,0.334139012,0.611536024,0.158370348,-6.848565152
O=CC=c1nc2c([nH]1)=Nc1ccccc1N2c1ccccc1,,,,,,,,,,,,,,csd_YEPREQ,7.120292941,6.990831576,-0.996287913,-1.325318801,5.493437432,3.0864,1.6756,0.27407001,0.144608645,0.129461365,0.633004812,0.329030888,0.303973923,-1.305330858,-6.79876829
O=CC=c1[nH]c2c(C(=O)O)sc3nccc(c32)n1-c1ccc(F)cc1,,,,,,,,,,,,,,csd_AYAFIQ,7.483814197,7.092048677,-0.398079924,-0.619295817,6.480667024,3.5677,2.5467,0.738804476,0.347038957,0.391765519,0.458424469,0.221215893,0.237208577,-0.672393694,-7.153060718
O=CC=Cn1oc(=O)c2cc3ccccc3nc21,,,,,,,,,,,,,,csd_HEDHIK,7.994259352,7.863868256,-1.372576486,-1.570151903,5.871675892,3.0465,2.4056,0.31030969,0.179918593,0.130391097,0.400649769,0.197575417,0.203074352,-1.728740242,-7.600416134
O=CC=Cn1cc(C=O)cc1-c1ccccc1,,,,,,,,,,,,,,csd_HIDDOQ,8.414188643,7.995894921,-0.679077222,-0.921848489,7.663546582,3.5439,2.8902,0.764777839,0.346484117,0.418293722,0.491338562,0.242771267,0.248567295,-0.783960434,-8.447507016
O=CC=Cn1cc(C=O)cc1-c1ccc(O)cc1,,,,,,,,,,,,,,csd_HIDDEG,7.710314217,7.409439835,-0.627056699,-0.917028643,6.104061248,3.0351,2.5296,0.584960445,0.284086064,0.300874382,0.600894189,0.289971944,0.310922246,-1.18641704,-7.290478288
O=CC=Cc1cn(-c2ccccc2)c(=O)cc1-c1ccccc1,,,,,,,,,,,,,,csd_HIYFED,7.538357244,7.376696058,-0.790022971,-1.029455399,6.079298874,3.0305,2.1528,0.392882819,0.231221633,0.161661186,0.472721965,0.239432428,0.233289536,-1.170362314,-7.249661188
O=CC=Cc1ccccc1OC(=O)C=Cc1ccccc1,,,,,,,,,,,,,,csd_XEBNUQ,8.856530331,8.401603561,-0.51394963,-0.895659313,9.610794366,4.0221,1.7774,0.934215445,0.479288674,0.45492677,0.764129038,0.381709682,0.382419356,-0.005170166,-9.615964532
O=CC=Cc1ccccc1OC(=O)C=Cc1ccc(OC=O)c(O)c1,,,,,,,,,,,,,,csd_XEBXOU,7.978453502,7.803627876,-1.066591368,-1.276950728,6.41916926,3.0038,2.3408,0.316146399,0.141320773,0.174825626,0.460477569,0.21035936,0.250118209,-1.290092474,-7.709261734
O=CC=Cc1ccccc1N1Cc2ccccc2C1=O,,,,,,,,,,,,,,csd_DOLQON,7.928429125,7.65152298,-0.590302397,-1.051649996,6.584886686,3.0367,2.4401,0.563544992,0.286638847,0.276906145,0.672628773,0.4613476,0.211281174,-0.987501706,-7.572388392
O=CC=Cc1ccccc1-c1ccno1,,,,,,,,,,,,,,csd_CUWKOW,8.51209224,8.391050599,-0.932966441,-1.223812987,6.541348446,3.0854,2.5463,0.257218017,0.136176376,0.121041641,0.540069554,0.290846545,0.249223008,-1.39730539,-7.938653836
O=CC=Cc1cccc(OC(=O)C=Cc2ccccc2)c1,,,,,,,,,,,,,,csd_XEBYAH,8.244779964,8.085336207,-0.904891188,-1.123328117,6.573457898,3.1021,2.5322,0.379712148,0.220268392,0.159443756,0.564622482,0.218436928,0.346185553,-1.183968014,-7.757425912
O=CN(C(=O)c1ccccc1)c1c(-c2ccccc2)oc2ccc(Br)cc12,,,,,,,,,,,,,,csd_CIVVUA,7.78849997,7.552722169,-0.627337874,-0.78638116,6.792781782,3.8805,2.7799,0.495634426,0.259856625,0.235777801,0.298002926,0.159043286,0.13895964,-0.776069128,-7.56885091
O=CC=Cc1ccc(OC(=O)C=Cc2ccccc2)c(O)c1,,,,,,,,,,,,,,csd_XEBXUA,7.891197944,7.56544788,-0.839892378,-0.997273918,6.375903134,3.0422,2.315,0.770719203,0.444969139,0.325750064,0.39953285,0.15738154,0.24215131,-1.153219132,-7.529122266
O=CC=Cc1ccc(OC(=O)C=Cc2ccc(OC=O)c(O)c2)cc1,,,,,,,,,,,,,,csd_XEBNOK,7.96468535,7.795654392,-1.166150806,-1.386100824,6.283928602,3.1053,2.4362,0.459102033,0.290071075,0.169030958,0.514070694,0.219950018,0.294120676,-1.411455318,-7.69538392
O=CC=Cc1ccc(OC(=O)C=Cc2ccc(OC=O)c(O)c2)c(O)c1,,,,,,,,,,,,,,csd_XEBWAF,7.939198608,7.679859,-0.937850697,-1.162014945,6.45998636,3.1172,2.4488,0.720648758,0.46130915,0.259339608,0.577217469,0.224164248,0.353053221,-1.200566968,-7.660553328
O=CC=Cc1ccc(N(c2ccccc2)c2ccccc2)cc1,,,,,,,,,,,,,,csd_VASHUU,6.918366665,6.861643822,-0.587869235,-0.936579027,6.191137728,3.2988,2.2492,0.111470303,0.054747459,0.056722844,0.656516631,0.348709792,0.30780684,-0.745048132,-6.93618586
O=CC=Cc1ccc(C=CC=Cc2ccc(C=CC=O)s2)s1,,,,,,,,,,,,,,csd_ILOCUH,7.018682117,6.848075075,-1.906527829,-2.114447959,4.837642692,2.6749,1.2541,0.34488708,0.174280037,0.170607042,0.422302696,0.20792013,0.214382566,-2.043031912,-6.880674604
O=CC=Cc1ccc(C=C2C=C(C=O)c3ccccc32)o1,,,,,,,,,,,,,,csd_ITUDAD,7.553450781,7.440276147,-2.00542475,-2.198937941,5.111933604,2.6424,1.3435,0.22891397,0.115739336,0.113174634,0.387919514,0.193513191,0.194406323,-2.220994468,-7.332928072
O=CC=Cc1cc2ccccc2nc1-c1ccccc1,,,,,,,,,,,,,,csd_NAJLES,8.149927826,7.962017626,-1.02734842,-1.282065138,6.439305696,3.0727,2.4414,0.383846321,0.195936121,0.1879102,0.451129202,0.254716718,0.196412484,-1.352134466,-7.791440162
O=CC=Cc1cc2cc(O)c(O)cc2nc1-c1ccccc1,,,,,,,,,,,,,,csd_UBARAS,7.620761254,7.468378666,-0.836780292,-1.100481643,6.178076256,3.1081,2.4213,0.322832403,0.170449815,0.152382588,0.476774586,0.263701351,0.213073235,-1.158117184,-7.33619344
O=CC=Cc1cc(-c2ccc(F)cc2)nn1-c1ccccc1,,,,,,,,,,,,,,csd_BOFGUB,7.762340264,7.598120825,-0.852015792,-1.124058198,6.199301148,3.0809,2.4389,0.333214396,0.168994957,0.164219438,0.541922541,0.272042407,0.269880135,-1.273765634,-7.473066782
O=CC=Cc1c[nH]cc1-c1cccc2ccccc12,,,,,,,,,,,,,,csd_CIDGII,7.553243975,7.263025985,-0.140035987,-0.32446125,6.61781248,3.1207,2.3864,0.562624349,0.272406359,0.290217989,0.387495207,0.184425264,0.203069943,-0.633753506,-7.251565986
O=CC=Cc1c2cccccc-2c2sc3ccccc3c12,,,,,,,,,,,,,,csd_BETNIY,6.851577998,6.75037989,-1.408345327,-1.595294448,5.058327146,1.8638,1.5138,0.204290946,0.103092838,0.101198108,0.372499304,0.186949121,0.185550183,-1.582070796,-6.640397942
O=CC=Cc1c2cccccc-2c2c1sc1ccccc12,,,,,,,,,,,,,,csd_BETNEU,7.008774719,6.911526617,-1.342265435,-1.549968963,5.310848938,2.1131,1.6711,0.195207237,0.097959135,0.097248101,0.424677707,0.207703528,0.21697418,-1.502341394,-6.813190332
O=CN(C(=O)c1ccccc1)c1c(-c2ccc(Br)cc2)oc2ccc(O)cc12,,,,,,,,,,,,,,csd_CIVXOW,7.490705484,7.284012859,-0.557208382,-0.799825769,6.584070344,3.6148,2.6491,0.436925831,0.230233206,0.206692624,0.512505494,0.242617387,0.269888107,-0.699877208,-7.283947552
O=CN(C(=O)c1ccccc1)c1c(-c2ccccc2)oc2ccc(Cl)cc12,,,,,,,,,,,,,,csd_CIVWAH,7.774153032,7.543483082,-0.512177053,-0.81397869,7.328302134,4.0268,2.698,0.486123225,0.255453276,0.230669949,0.74052342,0.301801637,0.438721783,-0.48164178,-7.809943914
O=CC=Cc1c2cccccc-2c2c1[nH]c1ccccc12,,,,,,,,,,,,,,csd_JESKUO,6.852547214,6.747918075,-1.05118958,-1.290830692,5.412619574,2.2345,1.6559,0.211759033,0.107129894,0.104629139,0.477434843,0.239641113,0.237793731,-1.235125446,-6.64774502
O=CN(C=O)c1cc2c3ccccc3ccc2c2ccccc12,,,,,,,,,,,,,,csd_BADPAX,7.658609509,7.510312549,-0.610571597,-0.744771855,6.595499132,3.744,2.5051,0.311269654,0.162972694,0.14829696,0.269211877,0.134200257,0.13501162,-0.827770788,-7.42326992
O=CN(c1ccccc1)c1ccsc1,,,,,,,,,,,,,,csd_ODIMIA,7.923729716,7.699238741,0.869696399,0.647409547,8.544923828,4.9513,3.3829,0.470625843,0.246134868,0.224490975,0.425223731,0.222286852,0.20293688,0.745048132,-7.799875696
O=CN(c1ccccc1)c1ccccn1,,,,,,,,,,,,,,csd_DAFRIO,8.15952213,7.844708219,0.763359037,0.469172102,7.90763284,4.6332,3.6392,0.552900491,0.23808658,0.314813911,0.497444501,0.294186935,0.203257566,0.197554764,-7.710078076
