PSMILES,Eat,Eea,Egb,Egc,Ei,Xc,eps,nc
[*]CC(CS(=O)(=O)CCCC)O[*],0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0
[*]CC(CS(=O)(=O)CCCCC)O[*],0.0,0.0,0.0,6.4419,0.0,0.44,0.0,0.0
[*]CC(CS(C)(=O)=O)O[*],0.0,0.0,0.0,5.2613,0.0,0.37,0.0,0.0
[*]CC(CSC(C)C)O[*],0.0,0.0,0.0,4.8245,0.0,0.0,0.0,0.0
[*]CC(C[N-][N+]#N)O[*],0.0,0.0,0.0,5.5722,0.0,0.0,0.0,0.0
[*]CC(Cl)(C#N)C1C=CC([*])CC1,0.0,0.0,0.0,5.4881,0.0,0.0,0.0,0.0
[*]CC(Cl)C(Cl)C([*])Cl,0.0,0.0,0.0,7.1649,0.0,0.0,0.0,0.0
[*]CC(F)(F)C(F)(F)C(F)(F)C(F)(F)COC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(=O)O[*],0.0,0.0,0.0,6.3052,0.0,0.0,0.0,0.0
[*]CC(F)(F)C(F)(F)C(F)(F)C(F)(F)COC(=O)CC(CC(=O)O[*])C(F)(F)C(F)(F)C(F)(F)F,0.0,0.0,0.0,6.9563,0.0,0.0,0.0,0.0
[*]CC(F)(F)C(F)(F)C(F)(F)C(F)(F)COC(=O)CCCC(=O)O[*],0.0,0.0,0.0,7.0209,0.0,0.0,0.0,0.0
[*]CC(F)(F)C(F)(F)C(F)(F)C(F)(F)COC(=O)CSCCSCC(=O)O[*],0.0,0.0,0.0,5.0898,0.0,0.0,0.0,0.0
[*]CC(F)(F)C(F)(F)C(F)(F)C(F)(F)COC(=O)NCC(F)(F)C(F)(F)C(F)(F)C(F)(F)CNC(=O)O[*],0.0,0.0,0.0,6.8832,0.0,0.0,0.0,0.0
[*]CC(F)(F)C(F)(F)C(F)(F)C(F)(F)COC(=O)NCCCCCCNC(=O)O[*],0.0,0.0,0.0,6.4368,0.0,0.0,0.0,0.0
[*]CC(F)(F)C(F)(F)C(F)(F)C(F)(F)COC(=O)O[*],0.0,0.0,0.0,7.7624,0.0,0.0,0.0,0.0
[*]CC(F)(F)C(F)(F)C(F)(F)COC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(=O)O[*],0.0,0.0,0.0,6.5652,0.0,0.0,0.0,0.0
[*]CC(F)(F)C(F)(F)C(F)(F)COC(=O)CC(CC(=O)O[*])C(F)(F)C(F)(F)C(F)(F)F,0.0,0.0,0.0,6.6602,0.0,0.0,0.0,0.0
[*]CC(F)(F)C(F)(F)C(F)(F)COC(=O)CCCC(=O)O[*],0.0,0.0,5.7563,6.894,0.0,0.0,0.0,0.0
[*]CC(F)(F)C(F)(F)C(F)(F)COC(=O)CCCCC(=O)O[*],0.0,0.0,6.2672,6.6433,0.0,0.0,0.0,0.0
[*]CC(F)(F)C(F)(F)C(F)(F)COC(=O)CSCSCC(=O)O[*],0.0,0.0,0.0,5.1865,0.0,0.0,0.0,0.0
[*]CC(F)(F)C(F)(F)C(F)(F)COC(=O)NCC(F)(F)C(F)(F)C(F)(F)C(F)(F)CNC(=O)O[*],0.0,0.0,6.4326,6.897,0.0,0.0,0.0,0.0
[*]CC(F)(F)C(F)(F)C(F)(F)COC(=O)NCCCCCCNC(=O)O[*],0.0,0.0,0.0,6.3766,0.0,0.0,0.0,0.0
[*]CC(F)(F)C(F)(F)C(F)(F)COC(=O)c1cccc(-c2cccc(C(=O)O[*])c2)c1,0.0,0.0,0.0,4.3076,0.0,0.0,0.0,0.0
[*]CC(F)(F)C(F)(F)COC(=O)NCC(F)(F)C(F)(F)C(F)(F)C(F)(F)CNC(=O)O[*],0.0,0.0,0.0,7.202,0.0,0.0,0.0,0.0
[*]CC(F)(F)C(F)(F)COC(=O)NCCCCCCNC(=O)O[*],0.0,0.0,0.0,6.4212,0.0,36.03,0.0,0.0
[*]CC(F)(F)C(F)=C([*])Cl,0.0,0.0,0.0,4.8591,0.0,0.0,0.0,0.0
[*]CC(F)(F)C1(F)CC(CC(O)(C(F)(F)F)C(F)(F)F)CC1[*],0.0,0.0,0.0,7.7065,0.0,0.0,0.0,0.0
[*]CC(O)C(O)CN([*])c1ccc(N(C)C)cc1,0.0,0.0,0.0,3.7705,0.0,0.0,0.0,0.0
[*]CC(O)C(O)COC(=O)O[*],0.0,0.0,0.0,6.9702,0.0,0.0,0.0,0.0
[*]CC(O)CN([*])c1cc(C)c(N=Nc2ccc(Cl)cc2)c(C)c1,0.0,0.0,0.0,2.6365,0.0,0.0,0.0,0.0
[*]CC(O)CN([*])c1cc(C)cc(C)c1,0.0,0.0,0.0,4.5575,0.0,0.0,0.0,0.0
[*]CC(O)CN([*])c1ccc(N=Nc2ccc(C#N)cc2)cc1,0.0,0.0,0.0,2.0164,0.0,0.0,0.0,0.0
[*]CC(O)CN([*])c1ccc(N=Nc2ccc(C(=O)O)cc2)cc1,0.0,0.0,0.0,2.4267,0.0,0.0,0.0,0.0
[*]CC(O)CN([*])c1ccc(N=Nc2ccc(Cl)cc2)cc1,0.0,0.0,0.0,2.6263,0.0,0.0,0.0,0.0
[*]CC(O)COC(=O)CCCCC(=O)OCC(O)COc1ccc(O[*])cc1,0.0,0.0,0.0,5.0285,0.0,0.0,0.0,0.0
[*]CC(O)CO[*],0.0,0.0,0.0,6.5192,0.0,0.0,0.0,0.0
[*]CC(O)COc1ccc(C(C)(C)c2ccc(OCC(O)COc3ccc(S(=O)(=O)c4ccc(O[*])cc4)cc3)cc2)cc1,0.0,0.0,0.0,4.067,0.0,0.0,0.0,0.0
[*]CC(O)COc1ccc(C(C)(C)c2ccc(OCC(O)COc3cccc(O[*])c3)cc2)cc1,0.0,0.0,0.0,4.725,0.0,0.0,0.0,0.0
[*]CC(O)COc1ccc(C(C)(C)c2ccc(O[*])c(Cl)c2)cc1Cl,0.0,0.0,0.0,4.6702,0.0,0.0,0.0,0.0
[*]CC(O)COc1ccc(O[*])cc1,0.0,0.0,0.0,4.7923,0.0,0.0,0.0,0.0
[*]CC(O)COc1ccc(S(=O)(=O)c2ccc(OCC(O)COc3cccc(O[*])c3)cc2)cc1,0.0,0.0,0.0,4.3099,0.0,0.0,0.0,0.0
[*]CC(O)COc1ccc(S(=O)(=O)c2ccc(O[*])c(C)c2)cc1C,0.0,0.0,0.0,4.1274,0.0,0.0,0.0,0.0
[*]CC(O)COc1cccc(O[*])c1,0.0,0.0,0.0,5.2018,0.0,0.0,0.0,0.0
[*]CC(OC(=O)C(=O)OCC)C(COC(=O)O[*])OC(=O)C(=O)OCC,0.0,0.0,0.0,5.2047,0.0,0.0,0.0,0.0
[*]CC(OC(=O)OCC)C(COC(=O)O[*])OC(=O)OCC,0.0,0.0,0.0,7.1757,0.0,0.0,0.0,0.0
[*]CC(OC(C)=O)C(COC(=O)O[*])OC(C)=O,0.0,0.0,0.0,6.5585,0.0,0.0,0.0,0.0
[*]CC(OC(C)=O)C1C(=O)N(c2ccc(C)cc2)C(=O)C1([*])Cl,0.0,0.0,0.0,4.7107,0.0,0.0,0.0,0.0
[*]CC(OC(C)=O)C1C(=O)N(c2ccccc2)C(=O)C1([*])Cl,0.0,0.0,0.0,5.0889,0.0,0.0,0.0,0.0
[*]CC(OC)C(C(=O)O)C([*])C(=O)O,0.0,0.0,0.0,6.3287,0.0,0.0,0.0,0.0
[*]CC(OC)C1(C)C(=O)OC(=O)C1([*])C,0.0,0.0,0.0,5.7217,0.0,0.0,0.0,0.0
[*]CC(OC)C1C(=O)OC(=O)C1[*],0.0,0.0,0.0,5.9975,0.0,0.0,0.0,0.0
[*]CC(OC1CCCCC1)C1C(=O)OC(=O)C1[*],0.0,0.0,0.0,5.6267,0.0,0.0,0.0,0.0
[*]CC(OC=O)C(COC(=O)O[*])OC=O,0.0,0.0,0.0,7.0946,0.0,0.0,0.0,0.0
[*]CC(OCC)C(C#N)(C#N)C([*])(C#N)C(=O)OC,0.0,0.0,5.4071,5.4657,0.0,0.0,0.0,0.0
[*]CC(OO[*])c1ccc(Br)cc1,0.0,0.0,0.0,5.1335,0.0,0.0,0.0,0.0
[*]CC(O[*])C(C)(C)C,0.0,0.0,0.0,5.5394,0.0,20.98,0.0,0.0
[*]CC(O[*])C(C)C,0.0,0.0,0.0,5.7752,0.0,0.0,0.0,0.0
[*]CC(O[*])C(F)(F)F,-5.24,0.7546,7.4158,6.7566,7.9431,0.0,2.7,1.4843
[*]CC(O[*])C1CC(F)(F)C1(F)F,0.0,0.0,0.0,6.5249,0.0,0.0,0.0,0.0
[*]CC(O[*])c1ccccc1,0.0,0.0,0.0,5.2866,0.0,0.0,0.0,0.0
[*]CC(O[*])c1ccco1,0.0,0.0,0.0,5.0251,0.0,0.0,0.0,0.0
[*]CC(S1)=CC=C1C(=O)C(=S)[*],-5.99,3.3428,2.693,3.0928,6.4325,0.0,4.34,1.9676
[*]CC(S1)=CC=C1C(=O)C(S2)=CC=C2[*],-6.08,2.8498,2.7131,3.4685,6.3555,0.0,4.69,2.0215
[*]CC(S1)=CC=C1C(=O)O[*],-6.07,2.358,3.78,4.5212,6.8862,0.0,4.17,1.8582
[*]CC(S1)=CC=C1C(=S)C(S2)=CC=C2[*],-5.94,3.3843,2.2961,2.5715,5.9541,0.0,4.36,2.0063
[*]CC(S1)=CC=C1C(=S)O[*],-5.82,2.9654,2.676,3.4527,6.4155,0.0,4.71,2.0221
[*]CC(S1)=CC=C1C(C=C2)=CC=C2C(=S)[*],-6.05,2.9754,1.9959,2.7134,5.6896,0.0,4.8,2.0986
[*]CC(S1)=CC=C1C(C=C2)=CC=C2C(S3)=CC=C3[*],-6.12,1.9244,2.512,3.3769,5.2326,0.0,3.91,1.9468
[*]CC(S1)=CC=C1C(C=C2)=CC=C2O[*],-6.09,1.4385,2.9246,4.0623,5.4992,0.0,4.05,1.9368
[*]CC(S1)=CC=C1C(S2)=CC=C2C(=S)[*],-5.95,3.2587,1.7203,2.5023,5.7652,0.0,5.34,2.1956
[*]CC(S1)=CC=C1C(S2)=CC=C2C(S3)=CC=C3[*],-6.03,2.0787,2.1001,3.0602,5.1385,0.0,4.39,2.0574
[*]CC(S1)=CC=C1C(S2)=CC=C2O[*],-5.95,1.7705,2.9968,3.4793,5.2494,0.0,4.19,1.9533
[*]CC(S1)=CC=C1CC(=S)[*],-5.65,2.588,2.5553,3.2956,5.8858,0.0,3.57,1.8463
[*]CC(S1)=CC=C1CC(S2)=CC=C2[*],-5.81,1.174,4.1954,4.626,5.797,0.0,3.65,1.8382
[*]CC(S1)=CC=C1CO[*],-5.68,1.4146,0.0,4.6049,6.0202,0.0,4.0,1.8606
[*]CC(S1)=CC=C1NC(=S)[*],-5.77,2.0497,2.8469,3.7288,5.7769,0.0,4.42,1.9817
[*]CC(S1)=CC=C1NC(S2)=CC=C2[*],-5.9,1.1194,3.6624,4.1254,5.2507,0.0,3.83,1.8772
[*]CC(S1)=CC=C1NO[*],-5.66,1.3873,3.8409,3.7984,5.1816,0.0,4.04,1.8806
[*]CC(S1)=CC=C1OC(=S)[*],-5.78,2.3956,3.0541,3.7579,6.155,0.0,4.25,1.9478
[*]CC(S1)=CC=C1OC(S2)=CC=C2[*],-5.92,1.2199,4.26,4.6308,5.8606,0.0,3.63,1.8388
[*]CC([*])(Br)Br,0.0,0.0,0.0,5.2567,0.0,0.0,0.0,0.0
[*]CC([*])(C#N)C(=O)OC,0.0,0.0,0.0,6.7385,0.0,0.0,0.0,0.0
[*]CC([*])(C#N)C(=O)OC(C)C,0.0,0.0,5.8301,6.4883,0.0,0.0,0.0,0.0
[*]CC([*])(C#N)C(=O)OCC,0.0,0.0,6.1989,6.5171,0.0,0.0,0.0,0.0
[*]CC([*])(C#N)C(=O)OCC(C)C,0.0,0.0,0.0,6.6162,0.0,0.0,0.0,0.0
[*]CC([*])(C#N)C(=O)OCCCCCCC,0.0,0.0,0.0,6.3455,0.0,0.0,0.0,0.0
[*]CC([*])(C)C#N,0.0,0.0,7.1863,7.6319,0.0,8.0,0.0,0.0
[*]CC([*])(C)C(=O)NCCC,0.0,0.0,0.0,5.7916,0.0,0.0,0.0,0.0
[*]CC([*])(C)C(=O)NCCCCCCCCCCC(=O)NCCCCCCCCCCC(=O)O,0.0,0.0,0.0,0.0,0.0,12.52,0.0,0.0
[*]CC([*])(C)C(=O)NCCCCCCCCCCC(=O)NCCCCCCCCCCC(=O)OC,0.0,0.0,0.0,0.0,0.0,10.57,0.0,0.0
[*]CC([*])(C)C(=O)Nc1cccc(-c2nnc(-c3ccccc3)o2)c1,0.0,0.0,0.0,3.5944,0.0,0.0,0.0,0.0
[*]CC([*])(C)C(=O)OC,0.0,0.0,0.0,6.5972,0.0,12.63789474,0.0,0.0
[*]CC([*])(C)C(=O)OC(C(F)(F)F)C(F)(F)F,0.0,0.0,5.3218,6.0312,0.0,0.0,0.0,0.0
[*]CC([*])(C)C(=O)OC(CC)OCC,0.0,0.0,0.0,6.3891,0.0,0.0,0.0,0.0
[*]CC([*])(C)C(=O)OC(F)(C(F)(F)F)C(F)(F)F,0.0,0.0,6.1125,6.1534,0.0,0.0,0.0,0.0
[*]CC([*])(C)C(=O)OC1(C)CCOC(=O)C1,0.0,0.0,5.9976,6.0808,0.0,0.0,0.0,0.0
[*]CC([*])(C)C(=O)OCC,0.0,0.0,6.2424,6.4148,0.0,0.0,0.0,0.0
[*]CC([*])(C)C(=O)OCC(=O)N1CCCC1,0.0,0.0,5.3385,5.0881,0.0,0.0,0.0,0.0
[*]CC([*])(C)C(=O)OCC(=O)N1CCOCC1,0.0,0.0,0.0,5.1555,0.0,0.0,0.0,0.0
[*]CC([*])(C)C(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)F,0.0,0.0,0.0,6.3477,0.0,0.0,0.0,0.0
[*]CC([*])(C)C(=O)OCC(F)(F)C(F)F,0.0,0.0,5.3983,6.3988,0.0,0.0,0.0,0.0
[*]CC([*])(C)C(=O)OCC(F)(F)F,0.0,0.0,0.0,6.5436,0.0,0.0,0.0,0.0
[*]CC([*])(C)C(=O)OCC1CCCO1,0.0,0.0,0.0,5.5918,0.0,0.0,0.0,0.0
[*]CC([*])(C)C(=O)OCCBr,0.0,0.0,0.0,5.9262,0.0,0.0,0.0,0.0
[*]CC([*])(C)C(=O)OCCC#N,0.0,0.0,6.2508,6.1882,0.0,0.0,0.0,0.0
[*]CC([*])(C)C(=O)OCCC1CCCCC1,0.0,0.0,6.5993,6.5132,0.0,0.0,0.0,0.0
[*]CC([*])(C)C(=O)OCCCCCC,0.0,0.0,0.0,6.4509,0.0,0.0,0.0,0.0
[*]CC([*])(C)C(=O)OCCCCCCCCCCCC,0.0,0.0,0.0,0.0,0.0,3.98,0.0,0.0
[*]CC([*])(C)C(=O)OCCCCCCCCCCCCCCCC,0.0,0.0,0.0,0.0,0.0,17.37,0.0,0.0
[*]CC([*])(C)C(=O)OCCCCCCCCCCCCCCCCCC,0.0,0.0,0.0,0.0,0.0,21.64,0.0,0.0
[*]CC([*])(C)C(=O)OCCCCCn1c2ccccc2c2ccccc21,0.0,0.0,0.0,3.7707,0.0,0.0,0.0,0.0
[*]CC([*])(C)C(=O)OCCCCn1c2ccccc2c2ccccc21,0.0,0.0,0.0,3.7637,0.0,0.0,0.0,0.0
[*]CC([*])(C)C(=O)OCCO,0.0,0.0,0.0,6.1908,0.0,0.0,0.0,0.0
[*]CC([*])(C)C(=O)OCCOC(=O)CCn1ccnc1,0.0,0.0,0.0,4.5949,0.0,0.0,0.0,0.0
[*]CC([*])(C)C(=O)OCCOCC,0.0,0.0,5.9514,6.2857,0.0,0.0,0.0,0.0
[*]CC([*])(C)C(=O)OCCOCCO,0.0,0.0,0.0,5.7449,0.0,0.0,0.0,0.0
[*]CC([*])(C)C(=O)OCC[N+](=O)[O-],0.0,0.0,0.0,4.7247,0.0,0.0,0.0,0.0
[*]CC([*])(C)C(=O)OCCc1ccccc1,0.0,0.0,4.9946,5.7104,0.0,0.0,0.0,0.0
[*]CC([*])(C)C(=O)OCc1ccc(Cl)cc1,0.0,0.0,0.0,4.9536,0.0,0.0,0.0,0.0
[*]CC([*])(C)C(=O)OCc1ccc(Cl)cc1Cl,0.0,0.0,0.0,4.8651,0.0,0.0,0.0,0.0
[*]CC([*])(C)C(=O)OCc1ccc2c(c1)c1ccccc1n2CC,0.0,0.0,0.0,3.4735,0.0,0.0,0.0,0.0
[*]CC([*])(C)C(=O)OCc1cccs1,0.0,0.0,0.0,4.9884,0.0,0.0,0.0,0.0
[*]CC([*])(C)C(=O)Oc1ccc(C(=O)C=Cc2ccc(Cl)cc2)cc1,0.0,0.0,0.0,2.9358,0.0,0.0,0.0,0.0
[*]CC([*])(C)C(=O)Oc1ccc(N=Nc2ccc(C#N)cc2)cc1,0.0,0.0,0.0,2.5281,0.0,0.0,0.0,0.0
[*]CC([*])(C)C(=O)Oc1ccc([N+](=O)[O-])c(C)c1,0.0,0.0,0.0,3.9223,0.0,0.0,0.0,0.0
[*]CC([*])(C)C(=O)Oc1ccc2ccccc2c1,0.0,0.0,0.0,3.6336,0.0,0.0,0.0,0.0
[*]CC([*])(C)C(=O)Oc1ccccc1,0.0,0.0,4.8118,5.2323,0.0,0.0,0.0,0.0
[*]CC([*])(C)c1ccc(C)cc1,0.0,0.0,0.0,0.0,0.0,34.09,0.0,0.0
[*]CC([*])(C)c1ncncn1,0.0,0.0,0.0,4.5942,0.0,0.0,0.0,0.0
[*]CC([*])(CC(=O)O)C(=O)O,0.0,0.0,0.0,5.8762,0.0,0.0,0.0,0.0
[*]CC([*])(CF)C(=O)OC,0.0,0.0,0.0,6.854,0.0,0.0,0.0,0.0
[*]CC([*])(CO)C(=O)OCC,0.0,0.0,0.0,5.8505,0.0,0.0,0.0,0.0
[*]CC([*])(Cl)C#N,0.0,0.0,5.8652,6.5592,0.0,0.0,0.0,0.0
[*]CC([*])(Cl)C(=O)OC,0.0,0.0,0.0,5.8077,0.0,0.0,0.0,0.0
[*]CC([*])(Cl)C(=O)OCC,0.0,0.0,0.0,6.3834,0.0,0.0,0.0,0.0
[*]CC([*])(Cl)Cl,0.0,0.0,0.0,5.4955,0.0,67.76,0.0,0.0
[*]CC([*])(F)C#N,0.0,0.0,7.0615,7.7512,0.0,0.0,0.0,0.0
[*]CC([*])(F)C(=O)OC,0.0,0.0,0.0,6.8022,0.0,0.0,0.0,0.0
[*]CC([*])(F)C(=O)OCC,0.0,0.0,0.0,6.7238,0.0,0.0,0.0,0.0
[*]CC([*])(F)C(=O)OCC(Cl)(Cl)Cl,0.0,0.0,0.0,6.1654,0.0,0.0,0.0,0.0
[*]CC([*])(F)C(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.0,0.0,0.0,6.7134,0.0,0.0,0.0,0.0
[*]CC([*])(F)C(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F,0.0,0.0,0.0,6.4283,0.0,0.0,0.0,0.0
[*]CC([*])(F)C(=O)OCC(F)(F)C(F)(F)C(F)(F)F,0.0,0.0,6.2862,6.7366,0.0,0.0,0.0,0.0
[*]CC([*])(F)C(=O)OCC(F)(F)C(F)(F)F,0.0,0.0,0.0,6.4706,0.0,0.0,0.0,0.0
[*]CC([*])(F)C(=O)OCC(F)(F)C(F)F,0.0,0.0,0.0,6.8862,0.0,0.0,0.0,0.0
[*]CC([*])(F)C(=O)OCCC,0.0,0.0,0.0,6.5259,0.0,0.0,0.0,0.0
[*]CC([*])(F)C(=O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.0,0.0,5.7714,6.6046,0.0,0.0,0.0,0.0
[*]CC([*])(F)C(=O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.0,0.0,0.0,6.6184,0.0,0.0,0.0,0.0
[*]CC([*])(F)C(C)=O,0.0,0.0,0.0,4.643,0.0,0.0,0.0,0.0
[*]CC([*])(F)C(F)(F)F,0.0,0.0,0.0,8.6147,0.0,0.0,0.0,0.0
[*]CC([*])(F)Cl,0.0,0.0,0.0,6.2438,0.0,0.0,0.0,0.0
[*]CC([*])(F)F,-5.21,1.1415,0.0,7.1498,8.1531,41.3664625,3.37,1.6122
[*]CC([*])=C,0.0,0.0,0.0,5.3034,0.0,0.0,0.0,0.0
[*]CC([*])Br,0.0,0.0,0.0,6.0567,0.0,0.0,0.0,0.0
[*]CC([*])C,-5.14,0.4343,7.6997,6.5196,6.185,44.47,2.61,1.6081
[*]CC([*])C#N,0.0,0.0,7.4435,7.7741,0.0,0.0,0.0,0.0
[*]CC([*])C(=O)C(C)(C)C,0.0,0.0,0.0,5.3334,0.0,0.0,0.0,0.0
[*]CC([*])C(=O)CC,0.0,0.0,0.0,5.6211,0.0,0.0,0.0,0.0
[*]CC([*])C(=O)N(CCC)CCC,0.0,0.0,0.0,5.3191,0.0,0.0,0.0,0.0
[*]CC([*])C(=O)N(O)c1ccc(C)cc1,0.0,0.0,0.0,4.2873,0.0,0.0,0.0,0.0
[*]CC([*])C(=O)N(O)c1ccc(Cl)cc1,0.0,0.0,0.0,4.1462,0.0,0.0,0.0,0.0
[*]CC([*])C(=O)N(O)c1cccc(C)c1,0.0,0.0,0.0,4.1845,0.0,0.0,0.0,0.0
[*]CC([*])C(=O)NC,0.0,0.0,0.0,5.4371,0.0,0.0,0.0,0.0
[*]CC([*])C(=O)NC(C)CC,0.0,0.0,0.0,5.3154,0.0,0.0,0.0,0.0
[*]CC([*])C(=O)NCC,0.0,0.0,0.0,5.2246,0.0,0.0,0.0,0.0
[*]CC([*])C(=O)NCC(F)(F)C(F)(F)C(F)(F)F,0.0,0.0,0.0,5.7825,0.0,0.0,0.0,0.0
[*]CC([*])C(=O)NCCC,0.0,0.0,0.0,6.0177,0.0,0.0,0.0,0.0
[*]CC([*])C(=O)NCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.0,0.0,0.0,5.7478,0.0,0.0,0.0,0.0
[*]CC([*])C(=O)NCCCCCCCCCCCC,0.0,0.0,0.0,0.0,0.0,1.76,0.0,0.0
[*]CC([*])C(=O)NCCCCCCCCCCCCCC,0.0,0.0,0.0,0.0,0.0,9.79,0.0,0.0
[*]CC([*])C(=O)NCCCCCCCCCCCCCCCC,0.0,0.0,0.0,0.0,0.0,16.73,0.0,0.0
[*]CC([*])C(=O)NCCCCCCCCCCCCCCCCCC,0.0,0.0,0.0,0.0,0.0,21.61,0.0,0.0
[*]CC([*])C(=O)NCCCCCCCCCCCCCCCCCCCCCC,0.0,0.0,0.0,0.0,0.0,35.71,0.0,0.0
[*]CC([*])C(=O)NCCO,0.0,0.0,5.7124,4.8564,0.0,0.0,0.0,0.0
[*]CC([*])C(=O)NCCc1ccccn1,0.0,0.0,0.0,4.133,0.0,0.0,0.0,0.0
[*]CC([*])C(=O)NCO,0.0,0.0,0.0,6.0779,0.0,0.0,0.0,0.0
[*]CC([*])C(=O)Nc1ccc2c(c1)C(=O)c1ccccc1C2=O,0.0,0.0,0.0,3.0723,0.0,0.0,0.0,0.0
[*]CC([*])C(=O)Nc1ccccc1Cl,0.0,0.0,4.2427,4.5631,0.0,0.0,0.0,0.0
[*]CC([*])C(=O)O,0.0,0.0,6.1071,6.7889,0.0,0.0,0.0,0.0
[*]CC([*])C(=O)OC(C)C,0.0,0.0,6.455,6.4162,0.0,53.86,0.0,0.0
[*]CC([*])C(=O)OC(C)CC(C)C,0.0,0.0,0.0,6.3605,0.0,0.0,0.0,0.0
[*]CC([*])C(=O)OC(CC)CC,0.0,0.0,6.2722,6.4889,0.0,0.0,0.0,0.0
[*]CC([*])C(=O)OC(OCC)C(F)(F)F,0.0,0.0,0.0,6.3353,0.0,0.0,0.0,0.0
[*]CC([*])C(=O)OC1CCCCC1,0.0,0.0,0.0,6.0771,0.0,0.0,0.0,0.0
[*]CC([*])C(=O)OCC,0.0,0.0,0.0,6.2551,0.0,0.0,0.0,0.0
[*]CC([*])C(=O)OCC(C)C,0.0,0.0,0.0,6.1261,0.0,0.0,0.0,0.0
[*]CC([*])C(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.0,0.0,5.7185,6.2833,0.0,0.0,0.0,0.0
[*]CC([*])C(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.0,0.0,6.4578,6.3101,0.0,0.0,0.0,0.0
[*]CC([*])C(=O)OCC(F)(F)C(F)(F)C(F)(F)F,0.0,0.0,0.0,6.784,0.0,0.0,0.0,0.0
[*]CC([*])C(=O)OCC(F)(F)C(F)(F)OC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.0,0.0,6.0236,6.9089,0.0,0.0,0.0,0.0
[*]CC([*])C(=O)OCC(F)(F)C(F)(F)OC(F)(F)F,0.0,0.0,0.0,6.5517,0.0,0.0,0.0,0.0
[*]CC([*])C(=O)OCC(F)(F)C(F)C(F)(F)F,0.0,0.0,0.0,6.8499,0.0,0.0,0.0,0.0
[*]CC([*])C(=O)OCC(F)(F)F,0.0,0.0,0.0,6.7005,0.0,0.0,0.0,0.0
[*]CC([*])C(=O)OCC=C,0.0,0.0,0.0,6.066,0.0,0.0,0.0,0.0
[*]CC([*])C(=O)OCCC#N,0.0,0.0,0.0,6.4368,0.0,0.0,0.0,0.0
[*]CC([*])C(=O)OCCCCC,0.0,0.0,0.0,6.4787,0.0,0.0,0.0,0.0
[*]CC([*])C(=O)OCCCCCCCCCCCC,0.0,0.0,0.0,0.0,0.0,17.77,0.0,0.0
[*]CC([*])C(=O)OCCCCCCCCCCCCCC,0.0,0.0,0.0,6.5079,0.0,27.01,0.0,0.0
[*]CC([*])C(=O)OCCCCCCCCCCCCCCCCCC,0.0,0.0,0.0,0.0,0.0,39.64,0.0,0.0
[*]CC([*])C(=O)OCCCCCCCCCCCCCCCCCCCCCC,0.0,0.0,0.0,0.0,0.0,43.74,0.0,0.0
[*]CC([*])C(=O)OCCCCCCCCCCCn1c(=O)c2ccc3c4ccc5c(=O)n(C(CCCCCCC)CCCCCCC)c(=O)c6ccc(c7ccc(c1=O)c2c37)c4c56,0.0,0.0,0.0,0.0,0.0,6.12,0.0,0.0
[*]CC([*])C(=O)OCCCCCCSCC#N,0.0,0.0,0.0,5.2126,0.0,0.0,0.0,0.0
[*]CC([*])C(=O)OCCCCSC,0.0,0.0,5.1007,4.571,0.0,0.0,0.0,0.0
[*]CC([*])C(=O)OCCCOC,0.0,0.0,0.0,5.8538,0.0,0.0,0.0,0.0
[*]CC([*])C(=O)OCCCOc1ccc(-c2ccc(C#N)cc2)cc1,0.0,0.0,0.0,3.6528,0.0,0.0,0.0,0.0
[*]CC([*])C(=O)OCCCSCC,0.0,0.0,5.1212,4.5768,0.0,0.0,0.0,0.0
[*]CC([*])C(=O)OCCCSCCC#N,0.0,0.0,0.0,5.408,0.0,0.0,0.0,0.0
[*]CC([*])C(=O)OCCO,0.0,0.0,0.0,6.417,0.0,0.0,0.0,0.0
[*]CC([*])C(=O)OCCOCC1(CC)COC1,0.0,0.0,0.0,5.6941,0.0,0.0,0.0,0.0
[*]CC([*])C(=O)OCCSCC#N,0.0,0.0,0.0,5.2595,0.0,0.0,0.0,0.0
[*]CC([*])C(=O)OCCSCCCC#N,0.0,0.0,5.1226,0.0,0.0,0.0,0.0,0.0
[*]CC([*])C(=O)OCF,0.0,0.0,6.1736,6.4866,0.0,0.0,0.0,0.0
[*]CC([*])C(=O)Oc1ccc(C#N)cc1,0.0,0.0,0.0,4.6366,0.0,0.0,0.0,0.0
