PSMILES,Eat,Eea,Egb,Egc,Ei,Xc,eps,nc
[*]CC(C)(COC(=O)O[*])C(=O)OCc1ccccc1,,,,5.7764,,,,
[*]CC(C)(CO[*])COCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,,,,4.4137,,,,
[*]CC(C)(CO[*])COCC(F)(F)F,,,,5.3043,,,,
[*]CC(C)(CO[*])COCCC#N,,,,5.387,,,,
[*]CC(C)(CO[*])COCCCCCCCCCCOc1ccc(-c2ccc(C#N)cc2)cc1,,,,4.0117,,,,
[*]CC(C)(C[*])CN(C)CC1C2CC3CC(C2)CC1C3,,,,4.7692,,,,
[*]CC(C)(N=C=O)C1C(=O)OC(=O)C1[*],,,,6.0105,,,,
[*]CC(C)C(=O)N[*],,,,6.0647,,,,
[*]CC(C)C(=O)O[*],,,6.5897,6.7365,,81.29,,
[*]CC(C)C(C)COC(=O)c1ccc(C(=O)O[*])cc1,,,4.2335,4.7326,,14.88,,
[*]CC(C)C1C(=O)N(CCC)C(=O)C1[*],,,,5.8295,,,,
[*]CC(C)C1COC2C(C(=O)OC(O)(C(F)(F)F)C(F)(F)C[*])CC12,,,,6.2241,,,,
[*]CC(C)C=C([*])C,,,,5.1994,,45.53,,
[*]CC(C)CCCCC(=O)N[*],,,,6.0272,,,,
[*]CC(C)CNC(=O)O[*],,,,6.3739,,,,
[*]CC(C)CO[*],,,7.3501,5.976,,,,
[*]CC(C)O[*],,,6.9903,5.7517,,77.61,,
[*]CC(C1=CC=CC=C1)CC(C2=CC=CC=C2)CC(C3=CC=CC=C3)CC(C4=CC=CC=C4)[*],-5.9,1.5606,4.8255,5.2025,3.5577,,2.71,1.6244
[*]CC(C1=CC=CC=N1)CC(C2=CC=CC=N2)CC(C3=CC=CC=N3)[*],-5.99,1.1922,4.5101,5.3668,6.2005,,3.19,1.7108
[*]CC(C=C)O[*],,,,4.8923,,,,
[*]CC(C=C1)=CC=C1C(=O)C(=S)[*],-6.14,3.3639,2.5816,2.9385,6.2998,,4.22,1.9454
[*]CC(C=C1)=CC=C1C(=O)C(C=C2)=CC=C2[*],-6.29,2.314,3.8451,4.3155,6.6326,,3.96,1.9018
[*]CC(C=C1)=CC=C1C(=O)C(S2)=CC=C2[*],-6.2,2.5375,3.4106,4.0354,6.578,,4.07,1.9009
[*]CC(C=C1)=CC=C1C(=S)C(C=C2)=CC=C2[*],-6.17,2.874,2.3058,2.7965,5.6687,,4.09,1.9675
[*]CC(C=C1)=CC=C1C(=S)C(S2)=CC=C2[*],-6.07,3.0211,2.5143,2.7917,5.8109,,4.17,1.9663
[*]CC(C=C1)=CC=C1C(=S)O[*],-6.0,2.8319,3.1473,3.4449,6.2737,,3.95,1.8934
[*]CC(C=C1)=CC=C1C(C=C2)=CC=C2C(=S)[*],-6.17,2.7075,2.5561,2.9595,5.6651,,4.45,2.0502
[*]CC(C=C1)=CC=C1C(C=C2)=CC=C2C(C=C3)=CC=C3[*],-6.26,1.7487,3.4166,3.7798,5.528,,3.67,1.8915
[*]CC(C=C1)=CC=C1C(C=C2)=CC=C2C(S3)=CC=C3[*],-6.19,1.812,2.8951,3.5671,5.3793,,4.21,2.0164
[*]CC(C=C1)=CC=C1C(C=C2)=CC=C2O[*],-6.2,,3.7323,4.3757,,,3.79,1.8665
[*]CC(C=C1)=CC=C1C(S2)=CC=C2C(=S)[*],-6.08,3.0651,1.9323,2.7839,5.8475,,4.61,2.0798
[*]CC(C=C1)=CC=C1C(S2)=CC=C2C(C=C3)=CC=C3[*],-6.2,1.8331,2.7314,3.4745,5.3092,,3.99,1.9726
[*]CC(C=C1)=CC=C1C(S2)=CC=C2C(S3)=CC=C3[*],-6.12,1.9547,2.8214,3.2138,5.1679,,4.02,1.9768
[*]CC(C=C1)=CC=C1CC(=S)[*],-5.85,2.6743,2.9253,3.2973,5.9697,,3.68,1.8601
[*]CC(C=C1)=CC=C1CC(C=C2)=CC=C2[*],-6.09,1.0649,4.2049,5.1689,6.2368,,3.41,1.8203
[*]CC(C=C1)=CC=C1CC(S2)=CC=C2[*],-5.99,0.9966,4.0831,4.5782,5.5737,,3.4,1.8173
[*]CC(C=C1)=CC=C1C[*],-5.84,0.8499,2.5648,,6.2134,,3.97,1.9676
[*]CC(C=C1)=CC=C1NC(=S)[*],-5.97,2.0656,3.5265,3.793,5.8355,,4.11,1.9161
[*]CC(C=C1)=CC=C1NC(C=C2)=CC=C2[*],-6.15,0.9546,3.7655,4.3854,5.3392,,3.94,1.8879
[*]CC(C=C1)=CC=C1NC(S2)=CC=C2[*],-6.04,0.9705,3.5013,4.4366,5.4067,,4.02,1.8937
[*]CC(C=C1)=CC=C1NO[*],-5.9,0.7333,4.426,4.8775,5.6115,,,
[*]CC(C=C1)=CC=C1OC(=S)[*],-6.0,2.2773,3.7121,4.0372,6.2998,,3.66,1.8273
[*]CC(C=C1)=CC=C1OC(S2)=CC=C2[*],-6.08,1.0627,4.0475,4.5691,5.631,,3.59,1.8289
[*]CC(CBr)(CBr)COC(=O)CCCCC(=O)O[*],,,,6.0899,,,,
[*]CC(CBr)(CBr)CO[*],,,,5.993,,,,
[*]CC(CBr)O[*],,,,6.2128,,,,
[*]CC(CC(C)(C)C)O[*],,,,5.3855,,,,
[*]CC(CC([*])(C#N)C#N)c1ccc(CCl)cc1,,,,5.4178,,,,
[*]CC(CC([*])(C#N)C#N)c1ccc(Cl)cc1,,,,4.6797,,,,
[*]CC(CC([*])(C#N)C(=O)OC)c1ccccc1,,,,5.5884,,,,
[*]CC(CC)(C(=O)O[*])c1ccccc1,,,,5.327,,,,
[*]CC(CC)(CC)C(=O)O[*],,,,6.089,,,,
[*]CC(CC)(CC)COC(=O)CCC(=O)O[*],,,,6.5001,,,,
[*]CC(CC)(CC)CO[*],,,,5.586,,41.8,,
[*]CC(CC)(CC)CS[*],,,,,,42.66,,
[*]CC(CC)(CCl)CO[*],,,,6.1616,,,,
[*]CC(CC)(CO)CO[*],,,,5.2286,,,,
[*]CC(CC)N([*])C(=O)CCCC,,,,,,17.5,,
[*]CC(CC)O[*],,,,5.7746,,,,
[*]CC(CCC)C(CCC)COC(=O)c1ccc(C(=O)O[*])cc1,,,4.4708,4.734,,,,
[*]CC(CCCC)(CCCC)C(=O)O[*],,,,6.671,,,,
[*]CC(CCCC)O[*],,,,5.4348,,,,
[*]CC(CCCCCC)O[*],,,,5.8686,,,,
[*]CC(CCCCCCCCCC)O[*],,,,5.8339,,,,
[*]CC(CCCCCCCCCCCC)COC(=O)NC(=O)c1cccc(C(=O)NC(=O)O[*])c1,,,,4.8491,,,,
[*]CC(CCCCCCCCCCCCCCCC)C1C(=O)N(CCCCNC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(=O)C1[*],,,,,,2.98,,
[*]CC(CCl)(CBr)COC(=O)CCCCC(=O)O[*],,,,6.6998,,,,
[*]CC(CCl)(CCl)C(=O)O[*],,,6.1969,6.551,,,,
[*]CC(CCl)(CCl)COC(=O)C(=O)O[*],,,,5.906,,,,
[*]CC(CCl)(CCl)COC(=O)CCCCC(=O)O[*],,,,6.8357,,,,
[*]CC(CCl)(CCl)COC(=O)CCCCCCCCC(=O)O[*],,,,6.9205,,,,
[*]CC(CCl)(CCl)COC(=O)c1ccc(C(=O)O[*])cc1,,,,4.7184,,,,
[*]CC(CCl)(CCl)COC(=O)c1cccc(C(=O)O[*])c1,,,,4.938,,,,
[*]CC(CCl)(CI)COC(=O)CCCCC(=O)O[*],,,,5.5293,,,,
[*]CC(CCl)(CO[*])COC(C)=O,,,,6.4853,,,,
[*]CC(CCl)O[*],,,,6.3441,,51.33,,
[*]CC(CF)O[*],,,,6.1097,,,,
[*]CC(CO)(CO)CO[*],,,,5.7959,,90.22,,
[*]CC(COC(F)(C(F)(F)F)C(F)(F)F)O[*],,,,6.4208,,,,
[*]CC(COC)O[*],,,,5.5702,,,,
[*]CC(COCC)O[*],,,,5.5518,,,,
[*]CC(COCC=C)O[*],,,,5.2711,,,,
[*]CC(COCCCC)O[*],,,,5.3487,,,,
[*]CC(COCCCCCC)O[*],,,,5.6762,,,,
[*]CC(CO[*])(COC=O)COC=O,,,,6.4753,,53.4,,
[*]CC(CO[*])(COCC)COCC,,,,,,26.85,,
[*]CC(CO[*])(COc1ccccc1)COc1ccccc1,,,,4.7985,,,,
[*]CC(CO[*])(CS(=O)(=O)C(C)C)CS(=O)(=O)C(C)C,,,,5.5454,,,,
[*]CC(CO[*])(CS(=O)(=O)CC)CS(=O)(=O)CC,,,,5.0473,,,,
[*]CC(CO[*])(CS(=O)(=O)CCC)CS(=O)(=O)CCC,,,,4.6292,,,,
[*]CC(CO[*])(CS(=O)(=O)CCCC)CS(=O)(=O)CCCC,,,,5.4465,,,,
[*]CC(CO[*])(CS(=O)(=O)CCCCC)CS(=O)(=O)CCCCC,,,,5.21,,,,
[*]CC(CO[*])(CS(C)(=O)=O)CS(C)(=O)=O,,,,5.8874,,,,
[*]CC(CO[*])(CSC(C)C)CSC(C)C,,,,4.6686,,,,
[*]CC(CO[*])(CSC)CSC,,,,4.984,,,,
[*]CC(CO[*])(CSCC)CSCC,,,,4.7171,,,,
[*]CC(CO[*])C(C)(C)C,,,,5.7599,,,,
[*]CC(COc1c(Cl)cc(Cl)cc1Cl)O[*],,,,4.5851,,,,
[*]CC(COc1ccc(-c2ccc(C#N)cc2)cc1)O[*],,,,4.4378,,,,
[*]CC(COc1ccc(Cl)cc1)O[*],,,,4.8901,,,,
[*]CC(COc1cccc(C)c1)O[*],,,,5.1113,,,,
[*]CC(CS(=O)(=O)C(C)C)O[*],,,,5.0712,,,,
[*]CC(CS(=O)(=O)CC)O[*],,,,5.3436,,,,
[*]CC(CS(=O)(=O)CCC)O[*],,,,6.0251,,0.16,,
[*]CC(CS(=O)(=O)CCCC)O[*],,,,,,0.13,,
[*]CC(CS(=O)(=O)CCCCC)O[*],,,,6.4419,,0.44,,
[*]CC(CS(C)(=O)=O)O[*],,,,5.2613,,0.37,,
[*]CC(CSC(C)C)O[*],,,,4.8245,,,,
[*]CC(C[N-][N+]#N)O[*],,,,5.5722,,,,
[*]CC(Cl)(C#N)C1C=CC([*])CC1,,,,5.4881,,,,
[*]CC(Cl)C(Cl)C([*])Cl,,,,7.1649,,,,
[*]CC(F)(F)C(F)(F)C(F)(F)C(F)(F)COC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(=O)O[*],,,,6.3052,,,,
[*]CC(F)(F)C(F)(F)C(F)(F)C(F)(F)COC(=O)CC(CC(=O)O[*])C(F)(F)C(F)(F)C(F)(F)F,,,,6.9563,,,,
[*]CC(F)(F)C(F)(F)C(F)(F)C(F)(F)COC(=O)CCCC(=O)O[*],,,,7.0209,,,,
[*]CC(F)(F)C(F)(F)C(F)(F)C(F)(F)COC(=O)CSCCSCC(=O)O[*],,,,5.0898,,,,
[*]CC(F)(F)C(F)(F)C(F)(F)C(F)(F)COC(=O)NCC(F)(F)C(F)(F)C(F)(F)C(F)(F)CNC(=O)O[*],,,,6.8832,,,,
[*]CC(F)(F)C(F)(F)C(F)(F)C(F)(F)COC(=O)NCCCCCCNC(=O)O[*],,,,6.4368,,,,
[*]CC(F)(F)C(F)(F)C(F)(F)C(F)(F)COC(=O)O[*],,,,7.7624,,,,
[*]CC(F)(F)C(F)(F)C(F)(F)COC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(=O)O[*],,,,6.5652,,,,
[*]CC(F)(F)C(F)(F)C(F)(F)COC(=O)CC(CC(=O)O[*])C(F)(F)C(F)(F)C(F)(F)F,,,,6.6602,,,,
[*]CC(F)(F)C(F)(F)C(F)(F)COC(=O)CCCC(=O)O[*],,,5.7563,6.894,,,,
[*]CC(F)(F)C(F)(F)C(F)(F)COC(=O)CCCCC(=O)O[*],,,6.2672,6.6433,,,,
[*]CC(F)(F)C(F)(F)C(F)(F)COC(=O)CSCSCC(=O)O[*],,,,5.1865,,,,
[*]CC(F)(F)C(F)(F)C(F)(F)COC(=O)NCC(F)(F)C(F)(F)C(F)(F)C(F)(F)CNC(=O)O[*],,,6.4326,6.897,,,,
[*]CC(F)(F)C(F)(F)C(F)(F)COC(=O)NCCCCCCNC(=O)O[*],,,,6.3766,,,,
[*]CC(F)(F)C(F)(F)C(F)(F)COC(=O)c1cccc(-c2cccc(C(=O)O[*])c2)c1,,,,4.3076,,,,
[*]CC(F)(F)C(F)(F)COC(=O)NCC(F)(F)C(F)(F)C(F)(F)C(F)(F)CNC(=O)O[*],,,,7.202,,,,
[*]CC(F)(F)C(F)(F)COC(=O)NCCCCCCNC(=O)O[*],,,,6.4212,,36.03,,
[*]CC(F)(F)C(F)=C([*])Cl,,,,4.8591,,,,
[*]CC(F)(F)C1(F)CC(CC(O)(C(F)(F)F)C(F)(F)F)CC1[*],,,,7.7065,,,,
[*]CC(O)C(O)CN([*])c1ccc(N(C)C)cc1,,,,3.7705,,,,
[*]CC(O)C(O)COC(=O)O[*],,,,6.9702,,,,
[*]CC(O)CN([*])c1cc(C)c(N=Nc2ccc(Cl)cc2)c(C)c1,,,,2.6365,,,,
[*]CC(O)CN([*])c1cc(C)cc(C)c1,,,,4.5575,,,,
[*]CC(O)CN([*])c1ccc(N=Nc2ccc(C#N)cc2)cc1,,,,2.0164,,,,
[*]CC(O)CN([*])c1ccc(N=Nc2ccc(C(=O)O)cc2)cc1,,,,2.4267,,,,
[*]CC(O)CN([*])c1ccc(N=Nc2ccc(Cl)cc2)cc1,,,,2.6263,,,,
[*]CC(O)COC(=O)CCCCC(=O)OCC(O)COc1ccc(O[*])cc1,,,,5.0285,,,,
[*]CC(O)CO[*],,,,6.5192,,,,
[*]CC(O)COc1ccc(C(C)(C)c2ccc(OCC(O)COc3ccc(S(=O)(=O)c4ccc(O[*])cc4)cc3)cc2)cc1,,,,4.067,,,,
[*]CC(O)COc1ccc(C(C)(C)c2ccc(OCC(O)COc3cccc(O[*])c3)cc2)cc1,,,,4.725,,,,
[*]CC(O)COc1ccc(C(C)(C)c2ccc(O[*])c(Cl)c2)cc1Cl,,,,4.6702,,,,
[*]CC(O)COc1ccc(O[*])cc1,,,,4.7923,,,,
[*]CC(O)COc1ccc(S(=O)(=O)c2ccc(OCC(O)COc3cccc(O[*])c3)cc2)cc1,,,,4.3099,,,,
[*]CC(O)COc1ccc(S(=O)(=O)c2ccc(O[*])c(C)c2)cc1C,,,,4.1274,,,,
[*]CC(O)COc1cccc(O[*])c1,,,,5.2018,,,,
[*]CC(OC(=O)C(=O)OCC)C(COC(=O)O[*])OC(=O)C(=O)OCC,,,,5.2047,,,,
[*]CC(OC(=O)OCC)C(COC(=O)O[*])OC(=O)OCC,,,,7.1757,,,,
[*]CC(OC(C)=O)C(COC(=O)O[*])OC(C)=O,,,,6.5585,,,,
[*]CC(OC(C)=O)C1C(=O)N(c2ccc(C)cc2)C(=O)C1([*])Cl,,,,4.7107,,,,
[*]CC(OC(C)=O)C1C(=O)N(c2ccccc2)C(=O)C1([*])Cl,,,,5.0889,,,,
[*]CC(OC)C(C(=O)O)C([*])C(=O)O,,,,6.3287,,,,
[*]CC(OC)C1(C)C(=O)OC(=O)C1([*])C,,,,5.7217,,,,
[*]CC(OC)C1C(=O)OC(=O)C1[*],,,,5.9975,,,,
[*]CC(OC1CCCCC1)C1C(=O)OC(=O)C1[*],,,,5.6267,,,,
[*]CC(OC=O)C(COC(=O)O[*])OC=O,,,,7.0946,,,,
[*]CC(OCC)C(C#N)(C#N)C([*])(C#N)C(=O)OC,,,5.4071,5.4657,,,,
[*]CC(OO[*])c1ccc(Br)cc1,,,,5.1335,,,,
[*]CC(O[*])C(C)(C)C,,,,5.5394,,20.98,,
[*]CC(O[*])C(C)C,,,,5.7752,,,,
[*]CC(O[*])C(F)(F)F,-5.24,0.7546,7.4158,6.7566,7.9431,,2.7,1.4843
[*]CC(O[*])C1CC(F)(F)C1(F)F,,,,6.5249,,,,
[*]CC(O[*])c1ccccc1,,,,5.2866,,,,
[*]CC(O[*])c1ccco1,,,,5.0251,,,,
[*]CC(S1)=CC=C1C(=O)C(=S)[*],-5.99,3.3428,2.693,3.0928,6.4325,,4.34,1.9676
[*]CC(S1)=CC=C1C(=O)C(S2)=CC=C2[*],-6.08,2.8498,2.7131,3.4685,6.3555,,4.69,2.0215
[*]CC(S1)=CC=C1C(=O)O[*],-6.07,2.358,3.78,4.5212,6.8862,,4.17,1.8582
[*]CC(S1)=CC=C1C(=S)C(S2)=CC=C2[*],-5.94,3.3843,2.2961,2.5715,5.9541,,4.36,2.0063
[*]CC(S1)=CC=C1C(=S)O[*],-5.82,2.9654,2.676,3.4527,6.4155,,4.71,2.0221
[*]CC(S1)=CC=C1C(C=C2)=CC=C2C(=S)[*],-6.05,2.9754,1.9959,2.7134,5.6896,,4.8,2.0986
[*]CC(S1)=CC=C1C(C=C2)=CC=C2C(S3)=CC=C3[*],-6.12,1.9244,2.512,3.3769,5.2326,,3.91,1.9468
[*]CC(S1)=CC=C1C(C=C2)=CC=C2O[*],-6.09,1.4385,2.9246,4.0623,5.4992,,4.05,1.9368
[*]CC(S1)=CC=C1C(S2)=CC=C2C(=S)[*],-5.95,3.2587,1.7203,2.5023,5.7652,,5.34,2.1956
[*]CC(S1)=CC=C1C(S2)=CC=C2C(S3)=CC=C3[*],-6.03,2.0787,2.1001,3.0602,5.1385,,4.39,2.0574
[*]CC(S1)=CC=C1C(S2)=CC=C2O[*],-5.95,1.7705,2.9968,3.4793,5.2494,,4.19,1.9533
[*]CC(S1)=CC=C1CC(=S)[*],-5.65,2.588,2.5553,3.2956,5.8858,,3.57,1.8463
[*]CC(S1)=CC=C1CC(S2)=CC=C2[*],-5.81,1.174,4.1954,4.626,5.797,,3.65,1.8382
[*]CC(S1)=CC=C1CO[*],-5.68,1.4146,,4.6049,6.0202,,4.0,1.8606
[*]CC(S1)=CC=C1NC(=S)[*],-5.77,2.0497,2.8469,3.7288,5.7769,,4.42,1.9817
[*]CC(S1)=CC=C1NC(S2)=CC=C2[*],-5.9,1.1194,3.6624,4.1254,5.2507,,3.83,1.8772
[*]CC(S1)=CC=C1NO[*],-5.66,1.3873,3.8409,3.7984,5.1816,,4.04,1.8806
[*]CC(S1)=CC=C1OC(=S)[*],-5.78,2.3956,3.0541,3.7579,6.155,,4.25,1.9478
[*]CC(S1)=CC=C1OC(S2)=CC=C2[*],-5.92,1.2199,4.26,4.6308,5.8606,,3.63,1.8388
[*]CC([*])(Br)Br,,,,5.2567,,,,
[*]CC([*])(C#N)C(=O)OC,,,,6.7385,,,,
[*]CC([*])(C#N)C(=O)OC(C)C,,,5.8301,6.4883,,,,
[*]CC([*])(C#N)C(=O)OCC,,,6.1989,6.5171,,,,
[*]CC([*])(C#N)C(=O)OCC(C)C,,,,6.6162,,,,
[*]CC([*])(C#N)C(=O)OCCCCCCC,,,,6.3455,,,,
[*]CC([*])(C)C#N,,,7.1863,7.6319,,8.0,,
[*]CC([*])(C)C(=O)NCCC,,,,5.7916,,,,
[*]CC([*])(C)C(=O)NCCCCCCCCCCC(=O)NCCCCCCCCCCC(=O)O,,,,,,12.52,,
[*]CC([*])(C)C(=O)NCCCCCCCCCCC(=O)NCCCCCCCCCCC(=O)OC,,,,,,10.57,,
[*]CC([*])(C)C(=O)Nc1cccc(-c2nnc(-c3ccccc3)o2)c1,,,,3.5944,,,,
[*]CC([*])(C)C(=O)OC,,,,6.5972,,12.63789474,,
[*]CC([*])(C)C(=O)OC(C(F)(F)F)C(F)(F)F,,,5.3218,6.0312,,,,
[*]CC([*])(C)C(=O)OC(CC)OCC,,,,6.3891,,,,
[*]CC([*])(C)C(=O)OC(F)(C(F)(F)F)C(F)(F)F,,,6.1125,6.1534,,,,
[*]CC([*])(C)C(=O)OC1(C)CCOC(=O)C1,,,5.9976,6.0808,,,,
[*]CC([*])(C)C(=O)OCC,,,6.2424,6.4148,,,,
[*]CC([*])(C)C(=O)OCC(=O)N1CCCC1,,,5.3385,5.0881,,,,
[*]CC([*])(C)C(=O)OCC(=O)N1CCOCC1,,,,5.1555,,,,
[*]CC([*])(C)C(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)F,,,,6.3477,,,,
[*]CC([*])(C)C(=O)OCC(F)(F)C(F)F,,,5.3983,6.3988,,,,
[*]CC([*])(C)C(=O)OCC(F)(F)F,,,,6.5436,,,,
[*]CC([*])(C)C(=O)OCC1CCCO1,,,,5.5918,,,,
[*]CC([*])(C)C(=O)OCCBr,,,,5.9262,,,,
[*]CC([*])(C)C(=O)OCCC#N,,,6.2508,6.1882,,,,
[*]CC([*])(C)C(=O)OCCC1CCCCC1,,,6.5993,6.5132,,,,
[*]CC([*])(C)C(=O)OCCCCCC,,,,6.4509,,,,
[*]CC([*])(C)C(=O)OCCCCCCCCCCCC,,,,,,3.98,,
[*]CC([*])(C)C(=O)OCCCCCCCCCCCCCCCC,,,,,,17.37,,
[*]CC([*])(C)C(=O)OCCCCCCCCCCCCCCCCCC,,,,,,21.64,,
[*]CC([*])(C)C(=O)OCCCCCn1c2ccccc2c2ccccc21,,,,3.7707,,,,
[*]CC([*])(C)C(=O)OCCCCn1c2ccccc2c2ccccc21,,,,3.7637,,,,
[*]CC([*])(C)C(=O)OCCO,,,,6.1908,,,,
[*]CC([*])(C)C(=O)OCCOC(=O)CCn1ccnc1,,,,4.5949,,,,
[*]CC([*])(C)C(=O)OCCOCC,,,5.9514,6.2857,,,,
[*]CC([*])(C)C(=O)OCCOCCO,,,,5.7449,,,,
[*]CC([*])(C)C(=O)OCC[N+](=O)[O-],,,,4.7247,,,,
[*]CC([*])(C)C(=O)OCCc1ccccc1,,,4.9946,5.7104,,,,
[*]CC([*])(C)C(=O)OCc1ccc(Cl)cc1,,,,4.9536,,,,
[*]CC([*])(C)C(=O)OCc1ccc(Cl)cc1Cl,,,,4.8651,,,,
[*]CC([*])(C)C(=O)OCc1ccc2c(c1)c1ccccc1n2CC,,,,3.4735,,,,
[*]CC([*])(C)C(=O)OCc1cccs1,,,,4.9884,,,,
[*]CC([*])(C)C(=O)Oc1ccc(C(=O)C=Cc2ccc(Cl)cc2)cc1,,,,2.9358,,,,
[*]CC([*])(C)C(=O)Oc1ccc(N=Nc2ccc(C#N)cc2)cc1,,,,2.5281,,,,
[*]CC([*])(C)C(=O)Oc1ccc([N+](=O)[O-])c(C)c1,,,,3.9223,,,,
[*]CC([*])(C)C(=O)Oc1ccc2ccccc2c1,,,,3.6336,,,,
[*]CC([*])(C)C(=O)Oc1ccccc1,,,4.8118,5.2323,,,,
[*]CC([*])(C)c1ccc(C)cc1,,,,,,34.09,,
[*]CC([*])(C)c1ncncn1,,,,4.5942,,,,
[*]CC([*])(CC(=O)O)C(=O)O,,,,5.8762,,,,
[*]CC([*])(CF)C(=O)OC,,,,6.854,,,,
[*]CC([*])(CO)C(=O)OCC,,,,5.8505,,,,
[*]CC([*])(Cl)C#N,,,5.8652,6.5592,,,,
[*]CC([*])(Cl)C(=O)OC,,,,5.8077,,,,
[*]CC([*])(Cl)C(=O)OCC,,,,6.3834,,,,
[*]CC([*])(Cl)Cl,,,,5.4955,,67.76,,
[*]CC([*])(F)C#N,,,7.0615,7.7512,,,,
[*]CC([*])(F)C(=O)OC,,,,6.8022,,,,
[*]CC([*])(F)C(=O)OCC,,,,6.7238,,,,
[*]CC([*])(F)C(=O)OCC(Cl)(Cl)Cl,,,,6.1654,,,,
[*]CC([*])(F)C(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,,,,6.7134,,,,
[*]CC([*])(F)C(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F,,,,6.4283,,,,
[*]CC([*])(F)C(=O)OCC(F)(F)C(F)(F)C(F)(F)F,,,6.2862,6.7366,,,,
[*]CC([*])(F)C(=O)OCC(F)(F)C(F)(F)F,,,,6.4706,,,,
[*]CC([*])(F)C(=O)OCC(F)(F)C(F)F,,,,6.8862,,,,
[*]CC([*])(F)C(=O)OCCC,,,,6.5259,,,,
[*]CC([*])(F)C(=O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,,,5.7714,6.6046,,,,
[*]CC([*])(F)C(=O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,,,,6.6184,,,,
[*]CC([*])(F)C(C)=O,,,,4.643,,,,
[*]CC([*])(F)C(F)(F)F,,,,8.6147,,,,
[*]CC([*])(F)Cl,,,,6.2438,,,,
[*]CC([*])(F)F,-5.21,1.1415,,7.1498,8.1531,41.3664625,3.37,1.6122
[*]CC([*])=C,,,,5.3034,,,,
[*]CC([*])Br,,,,6.0567,,,,
[*]CC([*])C,-5.14,0.4343,7.6997,6.5196,6.185,44.47,2.61,1.6081
[*]CC([*])C#N,,,7.4435,7.7741,,,,
[*]CC([*])C(=O)C(C)(C)C,,,,5.3334,,,,
[*]CC([*])C(=O)CC,,,,5.6211,,,,
[*]CC([*])C(=O)N(CCC)CCC,,,,5.3191,,,,
[*]CC([*])C(=O)N(O)c1ccc(C)cc1,,,,4.2873,,,,
[*]CC([*])C(=O)N(O)c1ccc(Cl)cc1,,,,4.1462,,,,
[*]CC([*])C(=O)N(O)c1cccc(C)c1,,,,4.1845,,,,
[*]CC([*])C(=O)NC,,,,5.4371,,,,
[*]CC([*])C(=O)NC(C)CC,,,,5.3154,,,,
[*]CC([*])C(=O)NCC,,,,5.2246,,,,
[*]CC([*])C(=O)NCC(F)(F)C(F)(F)C(F)(F)F,,,,5.7825,,,,
[*]CC([*])C(=O)NCCC,,,,6.0177,,,,
[*]CC([*])C(=O)NCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,,,,5.7478,,,,
[*]CC([*])C(=O)NCCCCCCCCCCCC,,,,,,1.76,,
[*]CC([*])C(=O)NCCCCCCCCCCCCCC,,,,,,9.79,,
[*]CC([*])C(=O)NCCCCCCCCCCCCCCCC,,,,,,16.73,,
[*]CC([*])C(=O)NCCCCCCCCCCCCCCCCCC,,,,,,21.61,,
[*]CC([*])C(=O)NCCCCCCCCCCCCCCCCCCCCCC,,,,,,35.71,,
[*]CC([*])C(=O)NCCO,,,5.7124,4.8564,,,,
[*]CC([*])C(=O)NCCc1ccccn1,,,,4.133,,,,
[*]CC([*])C(=O)NCO,,,,6.0779,,,,
[*]CC([*])C(=O)Nc1ccc2c(c1)C(=O)c1ccccc1C2=O,,,,3.0723,,,,
[*]CC([*])C(=O)Nc1ccccc1Cl,,,4.2427,4.5631,,,,
[*]CC([*])C(=O)O,,,6.1071,6.7889,,,,
[*]CC([*])C(=O)OC(C)C,,,6.455,6.4162,,53.86,,
[*]CC([*])C(=O)OC(C)CC(C)C,,,,6.3605,,,,
[*]CC([*])C(=O)OC(CC)CC,,,6.2722,6.4889,,,,
[*]CC([*])C(=O)OC(OCC)C(F)(F)F,,,,6.3353,,,,
[*]CC([*])C(=O)OC1CCCCC1,,,,6.0771,,,,
[*]CC([*])C(=O)OCC,,,,6.2551,,,,
[*]CC([*])C(=O)OCC(C)C,,,,6.1261,,,,
[*]CC([*])C(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,,,5.7185,6.2833,,,,
[*]CC([*])C(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,,,6.4578,6.3101,,,,
[*]CC([*])C(=O)OCC(F)(F)C(F)(F)C(F)(F)F,,,,6.784,,,,
